Sourec airport IATA,Soure airport ID,Source Country,Source City,Cource airport name,Source Lat,Source Long,source timezone,source DST,Destination Airport IATA,Destination Airport ID,Destination Country,Destination city,Desitination Airport name,Destination Lat,Destination Long,Destination timezone,Destination DST,Distance
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,WUH,3376,China,Wuhan,Wuhan Tianhe International Airport,30.7838,114.208,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,WXN,6403,China,Wanxian,Wanxian Airport,30.8017,108.433,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,XFN,6360,China,Xiangfan,Xiangyang Liuji Airport,32.1506,112.291,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,XIY,3379,China,Xi'an,Xi'an Xianyang International Airport,34.447102,108.751999,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,YIH,6361,China,Yichang,Yichang Sanxia Airport,30.55655,111.479988,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,YNZ,6393,China,Yancheng,Yancheng Airport,33.425833,120.203056,8,U,
XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,KWE,3394,China,Guiyang,Longdongbao Airport,26.53849983,106.8010025,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,URC,3399,China,Urumqi,Ürümqi Diwopu International Airport,43.90710068,87.47419739,8,U,
XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,XIY,3379,China,Xi'an,Xi'an Xianyang International Airport,34.447102,108.751999,8,U,
XUZ,4149,China,Xuzhou,Xuzhou Guanyin Airport,34.059056,117.555278,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
XUZ,4149,China,Xuzhou,Xuzhou Guanyin Airport,34.059056,117.555278,8,U,LYG,6383,China,Lianyungang,Lianyungang Airport,34.571667,118.873611,8,U,
YCU,6430,China,Yuncheng,Yuncheng Guangong Airport,35.116391,111.0313889,8,N,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
YCU,6430,China,Yuncheng,Yuncheng Guangong Airport,35.116391,111.0313889,8,N,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
YCU,6430,China,Yuncheng,Yuncheng Guangong Airport,35.116391,111.0313889,8,N,HRB,3400,China,Harbin,Taiping Airport,45.62340164,126.25,8,U,
YCU,6430,China,Yuncheng,Yuncheng Guangong Airport,35.116391,111.0313889,8,N,SYX,4030,China,Sanya,Sanya Phoenix International Airport,18.30290031,109.4120026,8,U,
YIH,6361,China,Yichang,Yichang Sanxia Airport,30.55655,111.479988,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
YIH,6361,China,Yichang,Yichang Sanxia Airport,30.55655,111.479988,8,U,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
YIH,6361,China,Yichang,Yichang Sanxia Airport,30.55655,111.479988,8,U,XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,
YIN,6409,China,Yining,Yining Airport,43.955799,81.330299,8,U,URC,3399,China,Urumqi,Ürümqi Diwopu International Airport,43.90710068,87.47419739,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,HRB,3400,China,Harbin,Taiping Airport,45.62340164,126.25,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,KMG,3382,China,Kunming,Kunming Changshui International Airport,25.1019444,102.9291667,8,N,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,SHE,4144,China,Shenyang,Taoxian Airport,41.63980103,123.4830017,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,SWA,4302,China,Shantou,Jieyang Chaoshan International Airport,23.552,116.5033,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,URC,3399,China,Urumqi,Ürümqi Diwopu International Airport,43.90710068,87.47419739,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,
YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,
YNJ,6414,China,Yanji,Yanji Chaoyangchuan Airport,42.88280106,129.451004,8,U,CGQ,4380,China,Changchun,Longjia Airport,43.99620056,125.6849976,8,U,
YNJ,6414,China,Yanji,Yanji Chaoyangchuan Airport,42.88280106,129.451004,8,U,DLC,3404,China,Dalian,Zhoushuizi Airport,38.96569824,121.5390015,8,U,
YNJ,6414,China,Yanji,Yanji Chaoyangchuan Airport,42.88280106,129.451004,8,U,ICN,3930,South Korea,Seoul,Incheon International Airport,37.46910095,126.4509964,9,U,
YNJ,6414,China,Yanji,Yanji Chaoyangchuan Airport,42.88280106,129.451004,8,U,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
YNJ,6414,China,Yanji,Yanji Chaoyangchuan Airport,42.88280106,129.451004,8,U,PVG,3406,China,Shanghai,Shanghai Pudong International Airport,31.14340019,121.8050003,8,U,
YNT,3392,China,Yantai,Yantai Laishan Airport,37.40169907,121.3720016,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
YNT,3392,China,Yantai,Yantai Laishan Airport,37.40169907,121.3720016,8,U,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
YNT,3392,China,Yantai,Yantai Laishan Airport,37.40169907,121.3720016,8,U,CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,
YNT,3392,China,Yantai,Yantai Laishan Airport,37.40169907,121.3720016,8,U,HRB,3400,China,Harbin,Taiping Airport,45.62340164,126.25,8,U,
YNT,3392,China,Yantai,Yantai Laishan Airport,37.40169907,121.3720016,8,U,SHE,4144,China,Shenyang,Taoxian Airport,41.63980103,123.4830017,8,U,
YNZ,6393,China,Yancheng,Yancheng Airport,33.425833,120.203056,8,U,DLC,3404,China,Dalian,Zhoushuizi Airport,38.96569824,121.5390015,8,U,
YNZ,6393,China,Yancheng,Yancheng Airport,33.425833,120.203056,8,U,HRB,3400,China,Harbin,Taiping Airport,45.62340164,126.25,8,U,
YNZ,6393,China,Yancheng,Yancheng Airport,33.425833,120.203056,8,U,SHE,4144,China,Shenyang,Taoxian Airport,41.63980103,123.4830017,8,U,
YNZ,6393,China,Yancheng,Yancheng Airport,33.425833,120.203056,8,U,WUH,3376,China,Wuhan,Wuhan Tianhe International Airport,30.7838,114.208,8,U,
YNZ,6393,China,Yancheng,Yancheng Airport,33.425833,120.203056,8,U,XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,
YTY,8876,China,Yangzhou,Yangzhou Taizhou Airport,32.5634,119.7198,8,N,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
YTY,8876,China,Yangzhou,Yangzhou Taizhou Airport,32.5634,119.7198,8,N,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
YTY,8876,China,Yangzhou,Yangzhou Taizhou Airport,32.5634,119.7198,8,N,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
YTY,8876,China,Yangzhou,Yangzhou Taizhou Airport,32.5634,119.7198,8,N,DLC,3404,China,Dalian,Zhoushuizi Airport,38.96569824,121.5390015,8,U,
YTY,8876,China,Yangzhou,Yangzhou Taizhou Airport,32.5634,119.7198,8,N,HRB,3400,China,Harbin,Taiping Airport,45.62340164,126.25,8,U,
YTY,8876,China,Yangzhou,Yangzhou Taizhou Airport,32.5634,119.7198,8,N,SYX,4030,China,Sanya,Sanya Phoenix International Airport,18.30290031,109.4120026,8,U,
ZAT,6378,China,Zhaotong,Zhaotong Airport,27.32559967,103.7549973,8,U,KMG,3382,China,Kunming,Kunming Changshui International Airport,25.1019444,102.9291667,8,N,
ZHA,6357,China,Zhanjiang,Zhanjiang Airport,21.214399,110.358002,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
ZHA,6357,China,Zhanjiang,Zhanjiang Airport,21.214399,110.358002,8,U,SYX,4030,China,Sanya,Sanya Phoenix International Airport,18.30290031,109.4120026,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,FOC,3385,China,Fuzhou,Fuzhou Changle International Airport,25.93510056,119.663002,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,HAK,4120,China,Haikou,Haikou Meilan International Airport,19.93490028,110.4589996,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,HFE,3389,China,Hefei,Hefei Luogang International Airport,31.78000069,117.2979965,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,HGH,3386,China,Hangzhou,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,KHN,3384,China,Nanchang,Nanchang Changbei International Airport,28.86499977,115.9000015,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,KMG,3382,China,Kunming,Kunming Changshui International Airport,25.1019444,102.9291667,8,N,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,KWE,3394,China,Guiyang,Longdongbao Airport,26.53849983,106.8010025,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,MXZ,6354,China,Meixian,Meixian Airport,24.35000038,116.1330032,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,PVG,3406,China,Shanghai,Shanghai Pudong International Airport,31.14340019,121.8050003,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,SHA,3391,China,Shanghai,Shanghai Hongqiao International Airport,31.19790077,121.3359985,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,SWA,4302,China,Shantou,Jieyang Chaoshan International Airport,23.552,116.5033,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,SYX,4030,China,Sanya,Sanya Phoenix International Airport,18.30290031,109.4120026,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,WUH,3376,China,Wuhan,Wuhan Tianhe International Airport,30.7838,114.208,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,
ZUH,6355,China,Zhuhai,Zhuhai Jinwan Airport,22.006399,113.375999,8,U,YIW,6394,China,Yiwu,Yiwu Airport,29.34469986,120.0319977,8,U,
ZYI,9846,China,Zunyi,Zunyi Xinzhou Airport,27.5895,107.0007,8,N,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
ZYI,9846,China,Zunyi,Zunyi Xinzhou Airport,27.5895,107.0007,8,N,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
ZYI,9846,China,Zunyi,Zunyi Xinzhou Airport,27.5895,107.0007,8,N,SZX,3374,China,Shenzhen,Shenzhen Bao'an International Airport,22.63929939,113.810997,8,U,
CMB,3024,Sri Lanka,Colombo,Bandaranaike International Colombo Airport,7.180759907,79.88410187,5.5,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
HGH,3386,China,Hangzhou,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,8,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
HND,2359,Japan,Tokyo,Tokyo Haneda International Airport,35.552299,139.779999,9,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
ICN,3930,South Korea,Seoul,Incheon International Airport,37.46910095,126.4509964,9,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
JED,2072,Saudi Arabia,Jeddah,King Abdulaziz International Airport,21.6796,39.156502,3,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
KIX,3992,Japan,Osaka,Kansai International Airport,34.4272995,135.2440033,9,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
KTM,3125,Nepal,Kathmandu,Tribhuvan International Airport,27.6966,85.3591,5.75,N,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,CMB,3024,Sri Lanka,Colombo,Bandaranaike International Colombo Airport,7.180759907,79.88410187,5.5,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,HGH,3386,China,Hangzhou,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,8,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,HND,2359,Japan,Tokyo,Tokyo Haneda International Airport,35.552299,139.779999,9,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,ICN,3930,South Korea,Seoul,Incheon International Airport,37.46910095,126.4509964,9,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,JED,2072,Saudi Arabia,Jeddah,King Abdulaziz International Airport,21.6796,39.156502,3,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,KIX,3992,Japan,Osaka,Kansai International Airport,34.4272995,135.2440033,9,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,KTM,3125,Nepal,Kathmandu,Tribhuvan International Airport,27.6966,85.3591,5.75,N,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,NGO,3942,Japan,Nagoya,Chubu Centrair International Airport,34.85839844,136.8049927,9,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,PUS,2372,South Korea,Busan,Gimhae International Airport,35.17950058,128.9380035,9,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,PVG,3406,China,Shanghai,Shanghai Pudong International Airport,31.14340019,121.8050003,8,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,TPE,2276,Taiwan,Taipei,Taiwan Taoyuan International Airport,25.0777,121.233002,8,U,
NGO,3942,Japan,Nagoya,Chubu Centrair International Airport,34.85839844,136.8049927,9,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
PUS,2372,South Korea,Busan,Gimhae International Airport,35.17950058,128.9380035,9,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
PVG,3406,China,Shanghai,Shanghai Pudong International Airport,31.14340019,121.8050003,8,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
TPE,2276,Taiwan,Taipei,Taiwan Taoyuan International Airport,25.0777,121.233002,8,U,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
BFV,4133,Thailand,Buri Ram,Buri Ram Airport,15.22949982,103.2529984,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
CEI,3932,Thailand,Chiang Rai,Chiang Rai International Airport,19.95229912,99.88289642,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
CJM,4300,Thailand,Chumphon,Chumphon Airport,10.71119976,99.36170197,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
CNX,3931,Thailand,Chiang Mai,Chiang Mai International Airport,18.76679993,98.96260071,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
CNX,3931,Thailand,Chiang Mai,Chiang Mai International Airport,18.76679993,98.96260071,7,U,UTH,3183,Thailand,Udon Thani,Udon Thani Airport,17.38640022,102.788002,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,BFV,4133,Thailand,Buri Ram,Buri Ram Airport,15.22949982,103.2529984,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,CEI,3932,Thailand,Chiang Rai,Chiang Rai International Airport,19.95229912,99.88289642,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,CJM,4300,Thailand,Chumphon,Chumphon Airport,10.71119976,99.36170197,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,CNX,3931,Thailand,Chiang Mai,Chiang Mai International Airport,18.76679993,98.96260071,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,HDY,3181,Thailand,Hat Yai,Hat Yai International Airport,6.933209896,100.3929977,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,HKT,3179,Thailand,Phuket,Phuket International Airport,8.1132,98.316902,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,KBV,3174,Thailand,Krabi,Krabi Airport,8.09912014,98.98619843,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,KOP,3936,Thailand,Nakhon Phanom,Nakhon Phanom Airport,17.38380051,104.6429977,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,LOE,3186,Thailand,Loei,Loei Airport,17.43910027,101.7220001,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,MAQ,6186,Thailand,Tak,Mae Sot Airport,16.69989967,98.54509735,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,NNT,4131,Thailand,Nan,Nan Airport,18.80789948,100.7829971,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,NST,3933,Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat Airport,8.539620399,99.94470215,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,PHS,3170,Thailand,Phitsanulok,Phitsanulok Airport,16.78289986,100.2789993,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,PRH,3164,Thailand,Phrae,Phrae Airport,18.13220024,100.1650009,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,RGN,3239,Burma,Yangon,Yangon International Airport,16.90730095,96.1332016,6.5,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,ROI,4132,Thailand,Roi Et,Roi Et Airport,16.11680031,103.7740021,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,SNO,3184,Thailand,Sakon Nakhon,Sakon Nakhon Airport,17.19510078,104.1190033,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,TST,3182,Thailand,Trang,Trang Airport,7.508739948,99.61660004,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,UBP,3937,Thailand,Ubon Ratchathani,Ubon Ratchathani Airport,15.25129986,104.8700027,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,UNN,3180,Thailand,Ranong,Ranong Airport,9.777620316,98.58550262,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,URT,4000,Thailand,Surat Thani,Surat Thani Airport,9.132599831,99.13559723,7,U,
DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,UTH,3183,Thailand,Udon Thani,Udon Thani Airport,17.38640022,102.788002,7,U,
HDY,3181,Thailand,Hat Yai,Hat Yai International Airport,6.933209896,100.3929977,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
HKT,3179,Thailand,Phuket,Phuket International Airport,8.1132,98.316902,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
KBV,3174,Thailand,Krabi,Krabi Airport,8.09912014,98.98619843,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
KOP,3936,Thailand,Nakhon Phanom,Nakhon Phanom Airport,17.38380051,104.6429977,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
LOE,3186,Thailand,Loei,Loei Airport,17.43910027,101.7220001,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
MAQ,6186,Thailand,Tak,Mae Sot Airport,16.69989967,98.54509735,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
NNT,4131,Thailand,Nan,Nan Airport,18.80789948,100.7829971,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
NST,3933,Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat Airport,8.539620399,99.94470215,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
PHS,3170,Thailand,Phitsanulok,Phitsanulok Airport,16.78289986,100.2789993,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
PRH,3164,Thailand,Phrae,Phrae Airport,18.13220024,100.1650009,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
RGN,3239,Burma,Yangon,Yangon International Airport,16.90730095,96.1332016,6.5,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
ROI,4132,Thailand,Roi Et,Roi Et Airport,16.11680031,103.7740021,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
SNO,3184,Thailand,Sakon Nakhon,Sakon Nakhon Airport,17.19510078,104.1190033,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
TST,3182,Thailand,Trang,Trang Airport,7.508739948,99.61660004,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
UBP,3937,Thailand,Ubon Ratchathani,Ubon Ratchathani Airport,15.25129986,104.8700027,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
UNN,3180,Thailand,Ranong,Ranong Airport,9.777620316,98.58550262,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
URT,4000,Thailand,Surat Thani,Surat Thani Airport,9.132599831,99.13559723,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
UTH,3183,Thailand,Udon Thani,Udon Thani Airport,17.38640022,102.788002,7,U,CNX,3931,Thailand,Chiang Mai,Chiang Mai International Airport,18.76679993,98.96260071,7,U,
UTH,3183,Thailand,Udon Thani,Udon Thani Airport,17.38640022,102.788002,7,U,DMK,3157,Thailand,Bangkok,Don Mueang International Airport,13.91259956,100.6070023,7,U,
